cghr10_title,icd10_range,icd10_code,cghr10_age
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M33,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M34,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M35,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M36,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M37,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M38,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M39,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M40,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M41,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M42,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M43,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M44,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M45,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M46,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M47,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M48,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M49,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M50,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M51,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M52,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M53,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M02-M54,M54,child
Other infections,M60,M60,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M61-M85,M61,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M61-M85,M62,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M61-M85,M63,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M61-M85,M64,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M61-M85,M65,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M61-M85,M66,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M61-M85,M67,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M61-M85,M68,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M61-M85,M69,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M61-M85,M70,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M61-M85,M71,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M61-M85,M72,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M61-M85,M73,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M61-M85,M74,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M61-M85,M75,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M61-M85,M76,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M61-M85,M77,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M61-M85,M78,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M61-M85,M79,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M61-M85,M80,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M61-M85,M81,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M61-M85,M82,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M61-M85,M83,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M61-M85,M84,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M61-M85,M85,child
Other infections,M86,M86,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M87-M99,M87,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M87-M99,M88,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M87-M99,M89,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M87-M99,M90,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M87-M99,M91,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M87-M99,M92,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M87-M99,M93,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M87-M99,M94,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M87-M99,M95,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M87-M99,M96,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M87-M99,M97,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M87-M99,M98,child
"Epilepsy, leukaemia, and other noncommunicable diseases",M87-M99,M99,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N00-N08,N00,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N00-N08,N01,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N00-N08,N02,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N00-N08,N03,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N00-N08,N04,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N00-N08,N05,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N00-N08,N06,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N00-N08,N07,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N00-N08,N08,child
Other infections,N10,N10,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N11-N29,N11,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N11-N29,N12,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N11-N29,N13,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N11-N29,N14,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N11-N29,N15,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N11-N29,N16,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N11-N29,N17,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N11-N29,N18,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N11-N29,N19,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N11-N29,N20,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N11-N29,N21,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N11-N29,N22,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N11-N29,N23,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N11-N29,N24,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N11-N29,N25,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N11-N29,N26,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N11-N29,N27,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N11-N29,N28,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N11-N29,N29,child
Other infections,N30,N30,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N31-N33,N31,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N31-N33,N32,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N31-N33,N33,child
Other infections,N34,N34,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N35-N40,N35,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N35-N40,N36,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N35-N40,N37,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N35-N40,N38,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N35-N40,N39,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N35-N40,N40,child
Other infections,N41,N41,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N42-N48,N42,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N42-N48,N43,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N42-N48,N44,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N42-N48,N45,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N42-N48,N46,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N42-N48,N47,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N42-N48,N48,child
Other infections,N49,N49,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N50-N51,N50,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N50-N51,N51,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N60,N60,child
Other infections,N61,N61,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N62-N64,N62,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N62-N64,N63,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N62-N64,N64,child
Other infections,N70-N74,N70,child
Other infections,N70-N74,N71,child
Other infections,N70-N74,N72,child
Other infections,N70-N74,N73,child
Other infections,N70-N74,N74,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N75-N99,N75,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N75-N99,N76,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N75-N99,N77,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N75-N99,N78,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N75-N99,N79,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N75-N99,N80,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N75-N99,N81,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N75-N99,N82,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N75-N99,N83,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N75-N99,N84,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N75-N99,N85,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N75-N99,N86,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N75-N99,N87,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N75-N99,N88,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N75-N99,N89,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N75-N99,N90,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N75-N99,N91,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N75-N99,N92,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N75-N99,N93,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N75-N99,N94,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N75-N99,N95,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N75-N99,N96,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N75-N99,N97,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N75-N99,N98,child
"Epilepsy, leukaemia, and other noncommunicable diseases",N75-N99,N99,child
Other,P00,P00,child
Congenital anomalies,P01,P01,child
Other,P02-P03,P02,child
Other,P02-P03,P03,child
"Epilepsy, leukaemia, and other noncommunicable diseases",P04,P04,child
Congenital anomalies,P05,P05,child
Congenital anomalies,P07,P07,child
"Epilepsy, leukaemia, and other noncommunicable diseases",P08,P08,child
Other,P10-P15,P10,child
Other,P10-P15,P11,child
Other,P10-P15,P12,child
Other,P10-P15,P13,child
Other,P10-P15,P14,child
Other,P10-P15,P15,child
Other,P20,P20,child
Congenital anomalies,P21,P21,child
Other,P22,P22,child
Pneumonia,P23,P23,child
Other,P24-P26,P24,child
Other,P24-P26,P25,child
Other,P24-P26,P26,child
"Epilepsy, leukaemia, and other noncommunicable diseases",P27,P27,child
Other,P28-P29,P28,child
Other,P28-P29,P29,child
Other infections,P35-P39,P35,child
Other infections,P35-P39,P36,child
Other infections,P35-P39,P37,child
Other infections,P35-P39,P38,child
Other infections,P35-P39,P39,child
Other,P50,P50,child
"Epilepsy, leukaemia, and other noncommunicable diseases",P51,P51,child
Other,P52,P52,child
"Epilepsy, leukaemia, and other noncommunicable diseases",P53-P60,P53,child
"Epilepsy, leukaemia, and other noncommunicable diseases",P53-P60,P54,child
"Epilepsy, leukaemia, and other noncommunicable diseases",P53-P60,P55,child
"Epilepsy, leukaemia, and other noncommunicable diseases",P53-P60,P56,child
"Epilepsy, leukaemia, and other noncommunicable diseases",P53-P60,P57,child
"Epilepsy, leukaemia, and other noncommunicable diseases",P53-P60,P58,child
"Epilepsy, leukaemia, and other noncommunicable diseases",P53-P60,P59,child
"Epilepsy, leukaemia, and other noncommunicable diseases",P53-P60,P60,child
Other,P61,P61,child
"Epilepsy, leukaemia, and other noncommunicable diseases",P70-P72,P70,child
"Epilepsy, leukaemia, and other noncommunicable diseases",P70-P72,P71,child
"Epilepsy, leukaemia, and other noncommunicable diseases",P70-P72,P72,child
"Epilepsy, leukaemia, and other noncommunicable diseases",P74-P76,P74,child
"Epilepsy, leukaemia, and other noncommunicable diseases",P74-P76,P75,child
"Epilepsy, leukaemia, and other noncommunicable diseases",P74-P76,P76,child
Other,P77,P77,child
"Epilepsy, leukaemia, and other noncommunicable diseases",P78,P78,child
"Epilepsy, leukaemia, and other noncommunicable diseases",P80-P83,P80,child
"Epilepsy, leukaemia, and other noncommunicable diseases",P80-P83,P81,child
"Epilepsy, leukaemia, and other noncommunicable diseases",P80-P83,P82,child
"Epilepsy, leukaemia, and other noncommunicable diseases",P80-P83,P83,child
Other,P90-P91,P90,child
Other,P90-P91,P91,child
"Epilepsy, leukaemia, and other noncommunicable diseases",P92-P94,P92,child
"Epilepsy, leukaemia, and other noncommunicable diseases",P92-P94,P93,child
"Epilepsy, leukaemia, and other noncommunicable diseases",P92-P94,P94,child
Ill-defined,P96,P96,child
Congenital anomalies,Q00-Q99,Q00,child
Congenital anomalies,Q00-Q99,Q01,child
Congenital anomalies,Q00-Q99,Q02,child
Congenital anomalies,Q00-Q99,Q03,child
Congenital anomalies,Q00-Q99,Q04,child
Congenital anomalies,Q00-Q99,Q05,child
Congenital anomalies,Q00-Q99,Q06,child
Congenital anomalies,Q00-Q99,Q07,child
Congenital anomalies,Q00-Q99,Q08,child
Congenital anomalies,Q00-Q99,Q09,child
Congenital anomalies,Q00-Q99,Q10,child
Congenital anomalies,Q00-Q99,Q11,child
Congenital anomalies,Q00-Q99,Q12,child
Congenital anomalies,Q00-Q99,Q13,child
Congenital anomalies,Q00-Q99,Q14,child
Congenital anomalies,Q00-Q99,Q15,child
Congenital anomalies,Q00-Q99,Q16,child
Congenital anomalies,Q00-Q99,Q17,child
Congenital anomalies,Q00-Q99,Q18,child
Congenital anomalies,Q00-Q99,Q19,child
Congenital anomalies,Q00-Q99,Q20,child
Congenital anomalies,Q00-Q99,Q21,child
Congenital anomalies,Q00-Q99,Q22,child
Congenital anomalies,Q00-Q99,Q23,child
Congenital anomalies,Q00-Q99,Q24,child
Congenital anomalies,Q00-Q99,Q25,child
Congenital anomalies,Q00-Q99,Q26,child
Congenital anomalies,Q00-Q99,Q27,child
Congenital anomalies,Q00-Q99,Q28,child
Congenital anomalies,Q00-Q99,Q29,child
Congenital anomalies,Q00-Q99,Q30,child
Congenital anomalies,Q00-Q99,Q31,child
Congenital anomalies,Q00-Q99,Q32,child
Congenital anomalies,Q00-Q99,Q33,child
Congenital anomalies,Q00-Q99,Q34,child
Congenital anomalies,Q00-Q99,Q35,child
Congenital anomalies,Q00-Q99,Q36,child
Congenital anomalies,Q00-Q99,Q37,child
Congenital anomalies,Q00-Q99,Q38,child
Congenital anomalies,Q00-Q99,Q39,child
Congenital anomalies,Q00-Q99,Q40,child
Congenital anomalies,Q00-Q99,Q41,child
Congenital anomalies,Q00-Q99,Q42,child
Congenital anomalies,Q00-Q99,Q43,child
Congenital anomalies,Q00-Q99,Q44,child
Congenital anomalies,Q00-Q99,Q45,child
Congenital anomalies,Q00-Q99,Q46,child
Congenital anomalies,Q00-Q99,Q47,child
Congenital anomalies,Q00-Q99,Q48,child
Congenital anomalies,Q00-Q99,Q49,child
Congenital anomalies,Q00-Q99,Q50,child
Congenital anomalies,Q00-Q99,Q51,child
Congenital anomalies,Q00-Q99,Q52,child
Congenital anomalies,Q00-Q99,Q53,child
Congenital anomalies,Q00-Q99,Q54,child
Congenital anomalies,Q00-Q99,Q55,child
Congenital anomalies,Q00-Q99,Q56,child
Congenital anomalies,Q00-Q99,Q57,child
Congenital anomalies,Q00-Q99,Q58,child
Congenital anomalies,Q00-Q99,Q59,child
Congenital anomalies,Q00-Q99,Q60,child
Congenital anomalies,Q00-Q99,Q61,child
Congenital anomalies,Q00-Q99,Q62,child
Congenital anomalies,Q00-Q99,Q63,child
Congenital anomalies,Q00-Q99,Q64,child
Congenital anomalies,Q00-Q99,Q65,child
Congenital anomalies,Q00-Q99,Q66,child
Congenital anomalies,Q00-Q99,Q67,child
Congenital anomalies,Q00-Q99,Q68,child
Congenital anomalies,Q00-Q99,Q69,child
Congenital anomalies,Q00-Q99,Q70,child
Congenital anomalies,Q00-Q99,Q71,child
Congenital anomalies,Q00-Q99,Q72,child
Congenital anomalies,Q00-Q99,Q73,child
Congenital anomalies,Q00-Q99,Q74,child
Congenital anomalies,Q00-Q99,Q75,child
Congenital anomalies,Q00-Q99,Q76,child
