cghr10_age,cghr10_title,icd10_code,icd10_range
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N07,N00-N08
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N08,N00-N08
child,Other infections,N10,N10
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N11,N11-N29
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N12,N11-N29
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N13,N11-N29
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N14,N11-N29
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N15,N11-N29
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N16,N11-N29
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N17,N11-N29
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N18,N11-N29
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N19,N11-N29
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N20,N11-N29
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N21,N11-N29
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N22,N11-N29
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N23,N11-N29
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N24,N11-N29
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N25,N11-N29
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N26,N11-N29
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N27,N11-N29
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N28,N11-N29
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N29,N11-N29
child,Other infections,N30,N30
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N31,N31-N33
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N32,N31-N33
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N33,N31-N33
child,Other infections,N34,N34
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N35,N35-N40
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N36,N35-N40
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N37,N35-N40
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N38,N35-N40
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N39,N35-N40
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N40,N35-N40
child,Other infections,N41,N41
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N42,N42-N48
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N43,N42-N48
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N44,N42-N48
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N45,N42-N48
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N46,N42-N48
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N47,N42-N48
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N48,N42-N48
child,Other infections,N49,N49
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N50,N50-N51
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N51,N50-N51
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N60,N60
child,Other infections,N61,N61
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N62,N62-N64
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N63,N62-N64
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N64,N62-N64
child,Other infections,N70,N70-N74
child,Other infections,N71,N70-N74
child,Other infections,N72,N70-N74
child,Other infections,N73,N70-N74
child,Other infections,N74,N70-N74
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N75,N75-N99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N76,N75-N99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N77,N75-N99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N78,N75-N99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N79,N75-N99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N80,N75-N99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N81,N75-N99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N82,N75-N99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N83,N75-N99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N84,N75-N99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N85,N75-N99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N86,N75-N99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N87,N75-N99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N88,N75-N99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N89,N75-N99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N90,N75-N99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N91,N75-N99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N92,N75-N99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N93,N75-N99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N94,N75-N99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N95,N75-N99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N96,N75-N99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N97,N75-N99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N98,N75-N99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",N99,N75-N99
child,Other,P00,P00
child,Congenital anomalies,P01,P01
child,Other,P02,P02-P03
child,Other,P03,P02-P03
child,"Epilepsy, leukaemia, and other noncommunicable diseases",P04,P04
child,Congenital anomalies,P05,P05
child,Congenital anomalies,P07,P07
child,"Epilepsy, leukaemia, and other noncommunicable diseases",P08,P08
child,Other,P10,P10-P15
child,Other,P11,P10-P15
child,Other,P12,P10-P15
child,Other,P13,P10-P15
child,Other,P14,P10-P15
child,Other,P15,P10-P15
child,Other,P20,P20
child,Congenital anomalies,P21,P21
child,Other,P22,P22
child,Pneumonia,P23,P23
child,Other,P24,P24-P26
child,Other,P25,P24-P26
child,Other,P26,P24-P26
child,"Epilepsy, leukaemia, and other noncommunicable diseases",P27,P27
child,Other,P28,P28-P29
child,Other,P29,P28-P29
child,Other infections,P35,P35-P39
child,Other infections,P36,P35-P39
child,Other infections,P37,P35-P39
child,Other infections,P38,P35-P39
child,Other infections,P39,P35-P39
child,Other,P50,P50
child,"Epilepsy, leukaemia, and other noncommunicable diseases",P51,P51
child,Other,P52,P52
child,"Epilepsy, leukaemia, and other noncommunicable diseases",P53,P53-P60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",P54,P53-P60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",P55,P53-P60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",P56,P53-P60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",P57,P53-P60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",P58,P53-P60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",P59,P53-P60
child,"Epilepsy, leukaemia, and other noncommunicable diseases",P60,P53-P60
child,Other,P61,P61
child,"Epilepsy, leukaemia, and other noncommunicable diseases",P70,P70-P72
child,"Epilepsy, leukaemia, and other noncommunicable diseases",P71,P70-P72
child,"Epilepsy, leukaemia, and other noncommunicable diseases",P72,P70-P72
child,"Epilepsy, leukaemia, and other noncommunicable diseases",P74,P74-P76
child,"Epilepsy, leukaemia, and other noncommunicable diseases",P75,P74-P76
child,"Epilepsy, leukaemia, and other noncommunicable diseases",P76,P74-P76
child,Other,P77,P77
child,"Epilepsy, leukaemia, and other noncommunicable diseases",P78,P78
child,"Epilepsy, leukaemia, and other noncommunicable diseases",P80,P80-P83
child,"Epilepsy, leukaemia, and other noncommunicable diseases",P81,P80-P83
child,"Epilepsy, leukaemia, and other noncommunicable diseases",P82,P80-P83
child,"Epilepsy, leukaemia, and other noncommunicable diseases",P83,P80-P83
child,Other,P90,P90-P91
child,Other,P91,P90-P91
child,"Epilepsy, leukaemia, and other noncommunicable diseases",P92,P92-P94
child,"Epilepsy, leukaemia, and other noncommunicable diseases",P93,P92-P94
child,"Epilepsy, leukaemia, and other noncommunicable diseases",P94,P92-P94
child,Ill-defined,P96,P96
child,Congenital anomalies,Q00,Q00-Q99
child,Congenital anomalies,Q01,Q00-Q99
child,Congenital anomalies,Q02,Q00-Q99
child,Congenital anomalies,Q03,Q00-Q99
child,Congenital anomalies,Q04,Q00-Q99
child,Congenital anomalies,Q05,Q00-Q99
child,Congenital anomalies,Q06,Q00-Q99
child,Congenital anomalies,Q07,Q00-Q99
child,Congenital anomalies,Q08,Q00-Q99
child,Congenital anomalies,Q09,Q00-Q99
child,Congenital anomalies,Q10,Q00-Q99
child,Congenital anomalies,Q11,Q00-Q99
child,Congenital anomalies,Q12,Q00-Q99
child,Congenital anomalies,Q13,Q00-Q99
child,Congenital anomalies,Q14,Q00-Q99
child,Congenital anomalies,Q15,Q00-Q99
child,Congenital anomalies,Q16,Q00-Q99
child,Congenital anomalies,Q17,Q00-Q99
child,Congenital anomalies,Q18,Q00-Q99
child,Congenital anomalies,Q19,Q00-Q99
child,Congenital anomalies,Q20,Q00-Q99
child,Congenital anomalies,Q21,Q00-Q99
child,Congenital anomalies,Q22,Q00-Q99
child,Congenital anomalies,Q23,Q00-Q99
child,Congenital anomalies,Q24,Q00-Q99
child,Congenital anomalies,Q25,Q00-Q99
child,Congenital anomalies,Q26,Q00-Q99
child,Congenital anomalies,Q27,Q00-Q99
child,Congenital anomalies,Q28,Q00-Q99
child,Congenital anomalies,Q29,Q00-Q99
child,Congenital anomalies,Q30,Q00-Q99
child,Congenital anomalies,Q31,Q00-Q99
child,Congenital anomalies,Q32,Q00-Q99
child,Congenital anomalies,Q33,Q00-Q99
child,Congenital anomalies,Q34,Q00-Q99
child,Congenital anomalies,Q35,Q00-Q99
child,Congenital anomalies,Q36,Q00-Q99
child,Congenital anomalies,Q37,Q00-Q99
child,Congenital anomalies,Q38,Q00-Q99
child,Congenital anomalies,Q39,Q00-Q99
child,Congenital anomalies,Q40,Q00-Q99
child,Congenital anomalies,Q41,Q00-Q99
child,Congenital anomalies,Q42,Q00-Q99
child,Congenital anomalies,Q43,Q00-Q99
child,Congenital anomalies,Q44,Q00-Q99
child,Congenital anomalies,Q45,Q00-Q99
child,Congenital anomalies,Q46,Q00-Q99
child,Congenital anomalies,Q47,Q00-Q99
child,Congenital anomalies,Q48,Q00-Q99
child,Congenital anomalies,Q49,Q00-Q99
child,Congenital anomalies,Q50,Q00-Q99
child,Congenital anomalies,Q51,Q00-Q99
child,Congenital anomalies,Q52,Q00-Q99
child,Congenital anomalies,Q53,Q00-Q99
child,Congenital anomalies,Q54,Q00-Q99
child,Congenital anomalies,Q55,Q00-Q99
child,Congenital anomalies,Q56,Q00-Q99
child,Congenital anomalies,Q57,Q00-Q99
child,Congenital anomalies,Q58,Q00-Q99
child,Congenital anomalies,Q59,Q00-Q99
child,Congenital anomalies,Q60,Q00-Q99
child,Congenital anomalies,Q61,Q00-Q99
child,Congenital anomalies,Q62,Q00-Q99
child,Congenital anomalies,Q63,Q00-Q99
child,Congenital anomalies,Q64,Q00-Q99
child,Congenital anomalies,Q65,Q00-Q99
child,Congenital anomalies,Q66,Q00-Q99
child,Congenital anomalies,Q67,Q00-Q99
child,Congenital anomalies,Q68,Q00-Q99
child,Congenital anomalies,Q69,Q00-Q99
child,Congenital anomalies,Q70,Q00-Q99
child,Congenital anomalies,Q71,Q00-Q99
child,Congenital anomalies,Q72,Q00-Q99
child,Congenital anomalies,Q73,Q00-Q99
child,Congenital anomalies,Q74,Q00-Q99
child,Congenital anomalies,Q75,Q00-Q99
child,Congenital anomalies,Q76,Q00-Q99
child,Congenital anomalies,Q77,Q00-Q99
child,Congenital anomalies,Q78,Q00-Q99
child,Congenital anomalies,Q79,Q00-Q99
child,Congenital anomalies,Q80,Q00-Q99
child,Congenital anomalies,Q81,Q00-Q99
child,Congenital anomalies,Q82,Q00-Q99
child,Congenital anomalies,Q83,Q00-Q99
child,Congenital anomalies,Q84,Q00-Q99
child,Congenital anomalies,Q85,Q00-Q99
child,Congenital anomalies,Q86,Q00-Q99
child,Congenital anomalies,Q87,Q00-Q99
child,Congenital anomalies,Q88,Q00-Q99
child,Congenital anomalies,Q89,Q00-Q99
child,Congenital anomalies,Q90,Q00-Q99
child,Congenital anomalies,Q91,Q00-Q99
child,Congenital anomalies,Q92,Q00-Q99
child,Congenital anomalies,Q93,Q00-Q99
child,Congenital anomalies,Q94,Q00-Q99
child,Congenital anomalies,Q95,Q00-Q99
child,Congenital anomalies,Q96,Q00-Q99
child,Congenital anomalies,Q97,Q00-Q99
child,Congenital anomalies,Q98,Q00-Q99
child,Congenital anomalies,Q99,Q00-Q99
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R00,R00-R01
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R01,R00-R01
child,Ill-defined,R02,R02
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R03,R03-R06
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R04,R03-R06
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R05,R03-R06
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R06,R03-R06
child,Ill-defined,R07,R07
child,Ill-defined,R09,R09-R10
child,Ill-defined,R10,R09-R10
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R11,R11-R23
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R12,R11-R23
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R13,R11-R23
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R14,R11-R23
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R15,R11-R23
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R16,R11-R23
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R17,R11-R23
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R18,R11-R23
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R19,R11-R23
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R20,R11-R23
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R21,R11-R23
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R22,R11-R23
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R23,R11-R23
child,Ill-defined,R25,R25
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R26,R26-R27
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R27,R26-R27
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R29,R29-R49
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R30,R29-R49
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R31,R29-R49
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R32,R29-R49
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R33,R29-R49
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R34,R29-R49
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R35,R29-R49
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R36,R29-R49
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R37,R29-R49
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R38,R29-R49
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R39,R29-R49
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R40,R29-R49
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R41,R29-R49
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R42,R29-R49
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R43,R29-R49
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R44,R29-R49
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R45,R29-R49
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R46,R29-R49
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R47,R29-R49
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R48,R29-R49
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R49,R29-R49
child,Other infections,R50,R50
child,Ill-defined,R51,R51-R54
child,Ill-defined,R52,R51-R54
child,Ill-defined,R53,R51-R54
child,Ill-defined,R54,R51-R54
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R55,R55-R56
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R56,R55-R56
child,Ill-defined,R57,R57-R58
child,Ill-defined,R58,R57-R58
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R59,R59
child,Ill-defined,R60,R60-R62
child,Ill-defined,R61,R60-R62
child,Ill-defined,R62,R60-R62
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R63,R63
child,Ill-defined,R64,R64
child,Ill-defined,R68,R68-R69
child,Ill-defined,R69,R68-R69
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R70,R70-R74
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R71,R70-R74
child,"Epilepsy, leukaemia, and other noncommunicable diseases",R72,R70-R74
